nctId,facility,status,nome,estado,zip,country,codigo_6d,codigo_ibge,latitude,longitude
NCT06211764,Real e Benemérita Associação Portuguesa de Beneficência,ACTIVE_NOT_RECRUITING,Sao Paulo,SP,01323 900,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT06211764,Fundacao Antonio Prudente A C Camargo Cancer Center,ACTIVE_NOT_RECRUITING,Sao Paulo,SP,01509 900,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT04262466,Hospital Nossa Senhora da Conceicao,RECRUITING,Porto Alegre,RS,91350-200,Brazil,431490.0,4314902.0,-30.0318,-51.2065
NCT04262466,D'Or Institute for Research and Education,ACTIVE_NOT_RECRUITING,Rio de Janeiro,RJ,,Brazil,330455.0,3304557.0,-22.9129,-43.2003
NCT04262466,National Cancer Institute,RECRUITING,Rio de Janeiro,RJ,,Brazil,330455.0,3304557.0,-22.9129,-43.2003
NCT04262466,Hospital Israelita Albert Einstein,ACTIVE_NOT_RECRUITING,Sao Paulo,SP,,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT06256588,GSK Investigational Site,RECRUITING,Barretos,SP,14784-400,Brazil,350550.0,3505500.0,-20.5531,-48.5698
NCT06256588,GSK Investigational Site,RECRUITING,Belo Horizonte,MG,30110-022,Brazil,310620.0,3106200.0,-19.9102,-43.9266
NCT06256588,GSK Investigational Site,RECRUITING,Florianopolis,SC,88020-210,Brazil,420540.0,4205407.0,-27.5945,-48.5477
NCT06256588,GSK Investigational Site,RECRUITING,Joinville,SC,89201-260,Brazil,420910.0,4209102.0,-26.3045,-48.8487
NCT06256588,GSK Investigational Site,RECRUITING,Porto Alegre,RS,90610-000,Brazil,431490.0,4314902.0,-30.0318,-51.2065
NCT06256588,GSK Investigational Site,RECRUITING,Salvador,BA,41253-190,Brazil,292740.0,2927408.0,-12.9718,-38.5011
NCT06256588,GSK Investigational Site,RECRUITING,Salvador,BA,41950-640,Brazil,292740.0,2927408.0,-12.9718,-38.5011
NCT06256588,GSK Investigational Site,RECRUITING,Sao Jose do Rio Preto,SP,15090-200,Brazil,354980.0,3549805.0,-20.8113,-49.3758
NCT06256588,GSK Investigational Site,RECRUITING,Sao Paulo,SP,01246-000,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT06256588,GSK Investigational Site,RECRUITING,Vitoria,ES,29043-260,Brazil,320530.0,3205309.0,-20.3155,-40.3128
NCT04603807,Oncocentro Serviços Médicos e Hospitalares Ltda,RECRUITING,Fortaleza,CE,60130-241,Brazil,230440.0,2304400.0,-3.71664,-38.5423
NCT04603807,Hospital Sao Rafael - HSR,RECRUITING,Salvador,BA,41253-190,Brazil,292740.0,2927408.0,-12.9718,-38.5011
NCT04603807,Hospitais Integrados da Gavea S/A,ACTIVE_NOT_RECRUITING,Brasilia,DF,70390-140,Brazil,530010.0,5300108.0,-15.7795,-47.9297
NCT04603807,Oncocentro Belo Horizonte,WITHDRAWN,Belo Horizonte,MG,30360-680,Brazil,310620.0,3106200.0,-19.9102,-43.9266
NCT04603807,Oncosite - Centro de Pesquisa Clinica Em Oncologia Ltda,WITHDRAWN,Ijui,RS,98700-000,Brazil,431020.0,4310207.0,-28388.0,-53.92
NCT04603807,Centro de Pesquisa e Ensino em Oncologia de Santa Catarina - CEPEN,RECRUITING,Florianopolis,SC,88020-210,Brazil,420540.0,4205407.0,-27.5945,-48.5477
NCT04603807,Hospital de Cancer de Barretos,ACTIVE_NOT_RECRUITING,Barretos,SP,14784-400,Brazil,350550.0,3505500.0,-20.5531,-48.5698
NCT04603807,Instituto do Cancer do Estado de Sao Paulo - ICESP,ACTIVE_NOT_RECRUITING,Sao Paulo,SP,01246-000,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT04603807,Oncoclinicas Rio de Janeiro S.A.,COMPLETED,Rio de Janeiro,RJ,22250-905,Brazil,330455.0,3304557.0,-22.9129,-43.2003
NCT06670911,Instituto Nacional de Cancer,RECRUITING,Rio de Janeiro,RJ,20231050,Brazil,330455.0,3304557.0,-22.9129,-43.2003
NCT05533775,Hospital Erasto Gaertner,RECRUITING,Curitiba,PR,81520-060,Brazil,410690.0,4106902.0,-25.4195,-49.2646
NCT05533775,Graacc-Grupo de Apoio ao adolescente e a crianca com cancer,RECRUITING,Sao Paulo,SP,04023-062,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT06637501,Centro de Pesquisas Oncologicas Cepon,RECRUITING,Florianopolis,SC,88034-000,Brazil,420540.0,4205407.0,-27.5945,-48.5477
NCT06637501,Hospital de Clinicas de Porto Alegre,RECRUITING,Porto Alegre,RS,900350-903,Brazil,431490.0,4314902.0,-30.0318,-51.2065
NCT06637501,Instituto Dor de Pesquisa E Ensino Sao Paulo,RECRUITING,Sao Paulo,SP,04501-000,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT06637501,Sociedade Beneficente Israelita Brasileira Hospital Albert Einstein,RECRUITING,Sao Paulo,SP,05653-120,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT04973605,Hospital Sirio Libanes Brasilia,RECRUITING,Brasilia,DF,70200-730,Brazil,530010.0,5300108.0,-15.7795,-47.9297
NCT04973605,Instituto Dor de Pesquisa E Ensino Distrito Federal,RECRUITING,Brasilia,DF,70390140,Brazil,530010.0,5300108.0,-15.7795,-47.9297
NCT04973605,Centro Gaucho Integrado de Oncologia Hospital Mae de Deus,RECRUITING,Porto Alegre,RS,90110-270,Brazil,431490.0,4314902.0,-30.0318,-51.2065
NCT04973605,Hospital Sao Rafael (Rede Dor),RECRUITING,Salvador,BA,41253-190,Brazil,292740.0,2927408.0,-12.9718,-38.5011
NCT04973605,Hospital Sirio Libanes,RECRUITING,Sao Paulo,SP,01308-050,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT04973605,Hospital Nove de Julho Dasa,COMPLETED,Sao Paulo,SP,01409-001,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT04973605,Accamargo Cancer Center,COMPLETED,Sao Paulo,SP,01508-010,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT04973605,Instituto Dor de Pesquisa E Ensino Sao Paulo,RECRUITING,Sao Paulo,SP,04501-000,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT04973605,Clinica Sao Germano,COMPLETED,Sao Paulo,SP,04537-080,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT04973605,Sociedade Beneficente Israelita Brasileira Hospital Albert Einstein,RECRUITING,Sao Paulo,SP,05653-120,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT05633667,"Centro Gaúcho Integrado de Oncologia Hematologia, Ensino e Pesquisa Ltda./Hospital Mãe de Deus,Substudy-03",RECRUITING,Porto Alegre,RS,90110-270,Brazil,431490.0,4314902.0,-30.0318,-51.2065
NCT05633667,Hospital Mae de Deus,RECRUITING,Porto Alegre,RS,90110-270,Brazil,431490.0,4314902.0,-30.0318,-51.2065
NCT05633667,"Hospital Sao Lucas da PUC Rio Grande do Sul,Substudy-03",RECRUITING,Porto Alegre,RS,90610001,Brazil,431490.0,4314902.0,-30.0318,-51.2065
NCT05633667,"Fundação Antonio Prudente/A.C. Camargo Cancer Center,Substudy-03",RECRUITING,Sao Paulo,SP,1509,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT05633667,"Real e Benemérita Associação Portuguesa de Beneficência/Hospital Beneficência Portuguesa de São Paulo (Hospital BP),Substudy-03",RECRUITING,Sao Paulo,SP,1509,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT05984277,Research Site,RECRUITING,Barretos,SP,14784-400,Brazil,350550.0,3505500.0,-20.5531,-48.5698
NCT05984277,Research Site,RECRUITING,Curitiba,PR,80730-150,Brazil,410690.0,4106902.0,-25.4195,-49.2646
NCT05984277,Research Site,RECRUITING,Florianopolis,SC,88034-000,Brazil,420540.0,4205407.0,-27.5945,-48.5477
NCT05984277,Research Site,RECRUITING,Fortaleza,CE,60336-045,Brazil,230440.0,2304400.0,-3.71664,-38.5423
NCT05984277,Research Site,RECRUITING,Natal,RN,59075-740,Brazil,240810.0,2408102.0,-5.79357,-35.1986
NCT05984277,Research Site,RECRUITING,Porto Alegre,RS,90619-900,Brazil,431490.0,4314902.0,-30.0318,-51.2065
NCT05984277,Research Site,RECRUITING,Porto Alegre,RS,91350200,Brazil,431490.0,4314902.0,-30.0318,-51.2065
NCT05984277,Research Site,RECRUITING,Rio de Janeiro,RJ,22281-100,Brazil,330455.0,3304557.0,-22.9129,-43.2003
NCT05984277,Research Site,RECRUITING,Santa Cruz do Sul,RS,96810-110,Brazil,431680.0,4316808.0,-29722.0,-52.4343
NCT05984277,Research Site,RECRUITING,Sao Paulo,SP,01221-020,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT06662786,Fundacao Pio XII,RECRUITING,Barretos,SP,14780 070,Brazil,350550.0,3505500.0,-20.5531,-48.5698
NCT06662786,Fundacao Universidade de Caxias do Sul,RECRUITING,Caxias do Sul,RS,95070 560,Brazil,430510.0,4305108.0,-29.1629,-51.1792
NCT06662786,Fundacao Doutor Amaral Carvalho,RECRUITING,Jau,SP,17210 080,Brazil,352530.0,3525300.0,-22.2936,-48.5592
NCT06662786,Hospital Nossa Senhora da Conceicao S A,RECRUITING,Porto Alegre,RS,91350 200,Brazil,431490.0,4314902.0,-30.0318,-51.2065
NCT06662786,Hospital Santa Izabel Santa Casa de Misericordia da Bahia,RECRUITING,Salvador,BA,40050 410,Brazil,292740.0,2927408.0,-12.9718,-38.5011
NCT06662786,Clinica de Hematologia e Oncologia Viver Ltda,RECRUITING,Santa Maria,RS,97015 450,Brazil,431690.0,4316907.0,-29.6868,-53.8149
NCT06662786,Fundacao Faculdade Regional De Medicina S Jose Rio Preto Hospital De Base,RECRUITING,Sao Jose do Rio Preto,SP,15090 000,Brazil,354980.0,3549805.0,-20.8113,-49.3758
NCT06662786,Fundacao Faculdade de Medicina - Instituto do Cancer do Estado de Sao Paulo,RECRUITING,Sao Paulo,SP,01246 000,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT06662786,Fundacao Antonio Prudente A C Camargo Cancer Center,RECRUITING,Sao Paulo,SP,01509 900,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT06662786,Associacao Feminina de Educacao e Combate ao Cancer Hospital Santa Rita de Cassia,RECRUITING,Vitoria,ES,29043 260,Brazil,320530.0,3205309.0,-20.3155,-40.3128
NCT05800834,National Cancer Institute,RECRUITING,Rio de Janeiro,RJ,20560121,Brazil,330455.0,3304557.0,-22.9129,-43.2003
NCT06890598,Fundação Pio XII - Hospital de Câncer de Barretos,NOT_YET_RECRUITING,Barretos,SP,14784400,Brazil,350550.0,3505500.0,-20.5531,-48.5698
NCT06890598,CTO - Centro de Tratamento Oncológico,NOT_YET_RECRUITING,Belem,PA,66063-495,Brazil,150140.0,1501402.0,-1.4554,-48.4898
NCT06890598,Oncocentro de Minas Gerais,NOT_YET_RECRUITING,Belo Horizonte,MG,30180-060,Brazil,310620.0,3106200.0,-19.9102,-43.9266
NCT06890598,Hospital Tacchini,RECRUITING,Bento Goncalves,RS,95700-084,Brazil,430210.0,4302105.0,-29.1662,-51.5165
NCT06890598,Centro de Pesquisa Sao Lucas,RECRUITING,Campinas,SP,13060-803,Brazil,350950.0,3509502.0,-22.9053,-47.0659
NCT06890598,Centro de Pesquisa Clínica do Instituto do Câncer do Ceará,NOT_YET_RECRUITING,Fortaleza,CE,60430235,Brazil,230440.0,2304400.0,-3.71664,-38.5423
NCT06890598,Hospital de Cancer de Londrina,NOT_YET_RECRUITING,Londrina,PR,86015-520,Brazil,411370.0,4113700.0,-23304.0,-51.1691
NCT06890598,Liga Norte Riograndense Contra o Câncer,RECRUITING,Natal,RN,59075-740,Brazil,240810.0,2408102.0,-5.79357,-35.1986
NCT06890598,Hospital São Lucas da PUCRS,NOT_YET_RECRUITING,Porto Alegre,RS,90610-000,Brazil,431490.0,4314902.0,-30.0318,-51.2065
NCT06890598,Centro de Tratamento de Tumores Botafogo para Oncoclinicas Rio de Janeiro SA,NOT_YET_RECRUITING,Rio de Janeiro,RJ,22250-905,Brazil,330455.0,3304557.0,-22.9129,-43.2003
NCT06890598,Instituto D'Or Pesquisa e Ensino,NOT_YET_RECRUITING,Rio de Janeiro,RJ,22271-110,Brazil,330455.0,3304557.0,-22.9129,-43.2003
NCT06890598,Icesp - Instituto Do Câncer Do Estado de São Paulo,NOT_YET_RECRUITING,Sao Paulo,SP,01246-000,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT06890598,Hospital Santa Catarina - Paulista,NOT_YET_RECRUITING,Sao Paulo,SP,01310-000,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT06890598,Centro Paulista de Oncologia Clínica,RECRUITING,Sao Paulo,SP,01452-000,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT06890598,Instituto D'Or de Pesquisa e Ensino (IDOR),NOT_YET_RECRUITING,Sao Paulo,SP,04543-000,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT05730036,IDOR - Sao Rafael Salvador Bahia,ACTIVE_NOT_RECRUITING,Salvador,BA,41253-190,Brazil,292740.0,2927408.0,-12.9718,-38.5011
NCT05730036,Hospital Erasto Gaertner,ACTIVE_NOT_RECRUITING,Curitiba,PR,81520-060,Brazil,410690.0,4106902.0,-25.4195,-49.2646
NCT05730036,Associacao Dr Bartholomeu Tacchini,ACTIVE_NOT_RECRUITING,Bento Goncalves,RS,95700084,Brazil,430210.0,4302105.0,-29.1662,-51.5165
NCT05730036,Hospital de Clinicas de Porto Alegre,ACTIVE_NOT_RECRUITING,Porto Alegre,RS,90035-903,Brazil,431490.0,4314902.0,-30.0318,-51.2065
NCT05730036,Centro Gaucho Integrado,ACTIVE_NOT_RECRUITING,Porto Alegre,RS,90110-270,Brazil,431490.0,4314902.0,-30.0318,-51.2065
NCT05730036,Animi Unidade de Tratamento Oncologico,ACTIVE_NOT_RECRUITING,Castelo do Piaui,PI,88501-001,Brazil,220260.0,2202604.0,-5.31869,-41.5499
NCT05730036,Instituto Americas de Ensino e Pesquisa,ACTIVE_NOT_RECRUITING,Rio de Janeiro,RJ,22793-080,Brazil,330455.0,3304557.0,-22.9129,-43.2003
NCT05730036,Hospital A Beneficencia Portuguesa de Sao Paulo,ACTIVE_NOT_RECRUITING,Sao Paulo,SP,01321-001,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT05730036,Instituto DOr de Pesquisa e Ensino,ACTIVE_NOT_RECRUITING,Sao Paulo,SP,01401-002,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT05730036,AC Camargo Cancer Center,ACTIVE_NOT_RECRUITING,Sao Paulo,SP,01509010,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT05730036,Clinica Medica Sao Germano,ACTIVE_NOT_RECRUITING,Sao Paulo,SP,04537-080,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT06667154,Fundacao Faculdade Regional de Medicina de Sao Jose Do Rio Preto,RECRUITING,Sao Jose do Rio Preto,SP,15090000,Brazil,354980.0,3549805.0,-20.8113,-49.3758
NCT02960022,Site BR55007,ACTIVE_NOT_RECRUITING,Salvador,BA,90430-090,Brazil,292740.0,2927408.0,-12.9718,-38.5011
NCT02960022,Site BR55009,ACTIVE_NOT_RECRUITING,Salvador,BA,41253-190,Brazil,292740.0,2927408.0,-12.9718,-38.5011
NCT02960022,Site BR55008,ACTIVE_NOT_RECRUITING,Salvador,BA,,Brazil,292740.0,2927408.0,-12.9718,-38.5011
NCT02960022,Site BR55004,RECRUITING,Salvador,BA,98700-000,Brazil,292740.0,2927408.0,-12.9718,-38.5011
NCT02960022,Site BR55011,ACTIVE_NOT_RECRUITING,Salvador,BA,,Brazil,292740.0,2927408.0,-12.9718,-38.5011
NCT02960022,Site BR55002,ACTIVE_NOT_RECRUITING,Salvador,BA,90610-000,Brazil,292740.0,2927408.0,-12.9718,-38.5011
NCT02960022,Site BR55010,ACTIVE_NOT_RECRUITING,Salvador,BA,09060-650,Brazil,292740.0,2927408.0,-12.9718,-38.5011
NCT06634589,Hospital Sirio Libanes Brasilia,NOT_YET_RECRUITING,Brasilia,DF,70200-730,Brazil,530010.0,5300108.0,-15.7795,-47.9297
NCT06634589,Ensino E Terapia de Inovacao Clinica Amo Etica,NOT_YET_RECRUITING,Salvador,BA,41950-640,Brazil,292740.0,2927408.0,-12.9718,-38.5011
NCT06634589,Fundacao Faculdade Regional de Medicina de Sao Jose Do Rio Preto,NOT_YET_RECRUITING,Sao Jose do Rio Preto,SP,15090-000,Brazil,354980.0,3549805.0,-20.8113,-49.3758
NCT06634589,Sociedade Beneficente Israelita Brasileira Hospital Albert Einstein,NOT_YET_RECRUITING,Sao Paulo,SP,05653-120,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT04995523,Research Site,RECRUITING,Florianopolis,SC,88034-000,Brazil,420540.0,4205407.0,-27.5945,-48.5477
NCT04995523,Research Site,RECRUITING,Natal,RN,59075-740,Brazil,240810.0,2408102.0,-5.79357,-35.1986
NCT04995523,Research Site,RECRUITING,Porto Alegre,RS,90035903,Brazil,431490.0,4314902.0,-30.0318,-51.2065
NCT04995523,Research Site,RECRUITING,Rio de Janeiro,RJ,20231-050,Brazil,330455.0,3304557.0,-22.9129,-43.2003
NCT04995523,Research Site,RECRUITING,Sao Paulo,SP,01246-000,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT06062420,GSK Investigational Site,RECRUITING,Santo Andre,SP,09060-650,Brazil,354780.0,3547809.0,-23.6737,-46.5432
NCT06062420,GSK Investigational Site,RECRUITING,Sao Paulo,SP,01221-020,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT06062420,GSK Investigational Site,RECRUITING,Sao Paulo,SP,01246-000,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT06062420,GSK Investigational Site,RECRUITING,Sao Paulo,SP,04014-002,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT05315154,Hospital Geral de Fortaleza,RECRUITING,Fortaleza,CE,,Brazil,230440.0,2304400.0,-3.71664,-38.5423
NCT05315154,Maternidade Dona Iris,RECRUITING,Goiania,GO,,Brazil,520870.0,5208707.0,-16.6864,-49.2643
NCT05315154,Universidade Federal de Goiás,RECRUITING,Goiania,GO,,Brazil,520870.0,5208707.0,-16.6864,-49.2643
NCT05315154,Hospital de Clínica da Universidade Federal de Minas Gerais,RECRUITING,Belo Horizonte,MG,,Brazil,310620.0,3106200.0,-19.9102,-43.9266
NCT05315154,Hospital do Câncer de Muriaé da Fundação Cristiano Varella,RECRUITING,Muriae,MG,,Brazil,314390.0,3143906.0,-21.13,-42.3693
NCT05315154,Universidade Federal do Paraná,RECRUITING,Curitiba,PR,,Brazil,410690.0,4106902.0,-25.4195,-49.2646
NCT05315154,Hospital Barão de Lucena,RECRUITING,Recife,PE,,Brazil,261160.0,2611606.0,-8.04666,-34.8771
NCT05315154,Oncocenter,RECRUITING,Teresina,PI,,Brazil,221100.0,2211001.0,-5.09194,-42.8034
NCT05315154,Universidade Federal do Piauí,RECRUITING,Teresina,PI,,Brazil,221100.0,2211001.0,-5.09194,-42.8034
NCT05315154,Hospital Federal da Lagoa,RECRUITING,Rio de Janeiro,RJ,,Brazil,330455.0,3304557.0,-22.9129,-43.2003
NCT05315154,Liga Norte Riograndense Contra o Câncer,RECRUITING,Natal,RN,,Brazil,240810.0,2408102.0,-5.79357,-35.1986
NCT05315154,Hospital de Clínicas de Porto Alegre - UFRS,RECRUITING,Porto Alegre,RS,,Brazil,431490.0,4314902.0,-30.0318,-51.2065
NCT05315154,Hospital de Amor - Fundação Pio XII,RECRUITING,Barretos,SP,,Brazil,350550.0,3505500.0,-20.5531,-48.5698
NCT05315154,Unesp,RECRUITING,Botucatu,SP,,Brazil,350750.0,3507506.0,-22.8837,-48.4437
NCT05315154,Hospital Celso Pierro - PUCC,RECRUITING,Campinas,SP,,Brazil,350950.0,3509502.0,-22.9053,-47.0659
NCT05315154,Hospital da Mulher Prof.Dr. J A Pinotti - UNICAMP,RECRUITING,Campinas,SP,,Brazil,350950.0,3509502.0,-22.9053,-47.0659
NCT05315154,Hospital da Mulher,RECRUITING,Sao Paulo,SP,,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT05315154,Hospital do Servidor Público Estadual,NOT_YET_RECRUITING,Sao Paulo,SP,,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT04669873,IBCC Oncologia,RECRUITING,Sao Paulo,SP,03102-002,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT06500884,Instituto D Or de Pesquisa e Ensino IDOR,RECRUITING,Sao Paulo,SP,04543-000,Brazil,355030.0,3550308.0,-23.5329,-46.6395
NCT06806852,Hospital de Amor,RECRUITING,Barretos,SP,14784-400,Brazil,350550.0,3505500.0,-20.5531,-48.5698
